PUID,Name,Version,Extensions,Media Types
fmt/877,Corel Presentation,7-8-9,shw ,
fmt/878,Corel Presentation,3,shw ,
fmt/879,Fortran,,f f03 f90 f95 for ,
fmt/880,JSON-LD,,jsonld ,
fmt/881,Microsoft Document Imaging File Format,,mdi ,image/vnd.ms-modi
fmt/882,Wordstar 2000,1,,
fmt/883,Siegfried Signature File,,sig ,
fmt/884,AXD HTTP Handler File,,axd ,
fmt/885,BASIC File,,bas ,
fmt/886,HTML Components,,htc ,
fmt/887,SafeGuard Encrypted Virtual Disk,,hdr vol ,
fmt/888,QuadriSpace Format,,qsd qsl qsm qst ,
fmt/889,Feather,,feather ,
fmt/890,AbiWord Document,,abw ,
fmt/891,AbiWord Document Template,,awt ,
fmt/892,Compound WordPerfect for Windows Document,6 onwards,doc w60 wp wp6 wpd ,application/vnd.wordperfect
fmt/893,i2 Analysts Notebook,,anb ,
fmt/894,Gaussian Input Data File,,gjf ,
fmt/895,JEOL NMR Spectroscopy,,jdf ,
fmt/896,MusicXML,,musicxml xml ,application/vnd.recordare.musicxml+xml
fmt/897,Compressed MusicXML,,mxl ,application/vnd.recordare.musicxml
fmt/898,Zoomify Image Format,,zif ,
fmt/899,Windows Portable Executable,32 bit,dll exe sys ,application/vnd.microsoft.portable-executable
fmt/900,Windows Portable Executable,64 bit,dll exe sys ,application/vnd.microsoft.portable-executable
fmt/901,Microsoft Works Spreadsheet,6-9,xlr ,
fmt/902,Blender 3D,32 bit,blend ,
fmt/903,Blender 3D,64 bit,blend ,
fmt/904,Bluetooth Snoop Packet Capture,,log ,
fmt/905,Variant Call Format,1.x,vcf ,
fmt/906,Variant Call Format,2.x,vcf ,
fmt/907,Variant Call Format,3.x,vcf ,
fmt/908,Variant Call Format,4.x,vcf ,
fmt/909,CRAM File Format,1.x,cram ,
fmt/910,CRAM File Format,2.x,cram ,
fmt/911,CRAM File Format,3.x,cram ,
fmt/912,Microsoft Paint,2,msp ,
fmt/913,Caligari trueSpace File Format,ASCII,cob scn ,
fmt/914,Caligari trueSpace File Format,Binary,cob scn ,
fmt/915,Mapsforge Binary Map File Format,,map ,
fmt/916,ESRI ArcMap Document,,mxd mxt ,
fmt/917,AmiraMesh,ASCII 1.0,am amiramesh hx ,
fmt/918,AmiraMesh,3D ASCII 2.0,am amiramesh hx ,
fmt/919,AmiraMesh,3D Binary 2.0,am amiramesh hx ,
fmt/920,AmiraMesh,3D Binary Little Endian 2.0,am amiramesh hx ,
fmt/921,AmiraMesh,Binary Little Endian 2.1,am amiramesh hx ,
fmt/922,Xar Image Format,,xar ,
fmt/923,Microsoft xWMA,,xwma ,
fmt/924,Microsoft Visio Drawing,2013,vsdx ,application/vnd.ms-visio.drawing.main+xml
fmt/925,Microsoft Visio Stencil,2013,vssx ,application/vnd.ms-visio.stencil.main+xml
fmt/926,Microsoft Visio Template,2013,vstx ,application/vnd.ms-visio.template.main+xml
fmt/927,Microsoft Visio Macro-Enabled Drawing,2013,vsdm ,application/vnd.ms-visio.drawing.macroEnabled.main+xml
fmt/928,Microsoft Visio Macro-Enabled Stencil,2013,vssm ,application/vnd.ms-visio.stencil.macroEnabled.main+xml
fmt/929,Microsoft Visio Macro-Enabled Template,2013,vstm ,application/vnd.ms-visio.template.macroEnabled.main+xml
fmt/930,Magick Image File Format,,mif ,
fmt/931,Mathcad Document,Binary,mcd ,
fmt/932,Mathcad Document,XML,xmcd ,
fmt/933,Simple Vector Format,1,svf ,image/vnd-svf
fmt/934,Simple Vector Format,2,svf ,image/vnd-svf
fmt/935,Animated Portable Network Graphics,,apng png ,image/vnd.mozilla.apng
fmt/936,Microsoft Picture It! Image File,1,mix ,image/vnd.mix
fmt/937,Adobe Air,1.0,air ,application/vnd.adobe.air-application-installer-package+zip
fmt/938,Python Script File,,py ,
fmt/939,Python Compiled File,2.7,pyc ,
fmt/940,Python Compiled File,3.4,pyc ,
fmt/941,Back Up File,,bak ,
fmt/942,Adobe Air,1.5,air ,application/vnd.adobe.air-application-installer-package+zip
fmt/943,Adobe Air,2.0,air ,application/vnd.adobe.air-application-installer-package+zip
fmt/944,Ogg Multimedia Container,,ogg ogv opus spx ,application/ogg
fmt/945,Ogg Theora Video,,ogg ogv ,video/ogg
fmt/946,Ogg Opus Codec Compressed Multimedia File,,ogg opus ,audio/ogg audio/opus
fmt/947,Ogg FLAC Compressed Multimedia File,,ogg ,audio/ogg
fmt/948,Ogg Speex Codec Multimedia File,,ogg spx ,audio/ogg audio/speex
fmt/949,WordPerfect,4.0/4.1/4.2,wp4 wpd ,application/vnd.wordperfect
fmt/950,MIME Email,1.0,eml ,message/rfc822
fmt/951,Sonic Foundry WAVE 64,,w64 wav ,
fmt/952,True Audio,1,tta ,audio/tta
fmt/953,True Audio,2,tta ,audio/tta
fmt/954,Adaptive Multi-Rate Wideband Audio,,awb ,audio/amr-wb
fmt/955,Downloadable Sounds Audio,,dls ,audio/dls
fmt/956,RIFF-based MIDI,,rmi ,
fmt/957,DirectMusic Segment File Format,,sgt ,
fmt/958,DirectMusic Style File Format,,sty ,
fmt/959,Portable Sound Format,,gsf gsflib minigsf minipsf minipsf1 psf psf1 psflib ,
fmt/960,DOS Sound and Music Interface Advanced Module Format,,amf ,
fmt/961,Mobile eXtensible Music Format,,mxmf ,audio/mobile-xmf
fmt/962,QCP Audio File Format,,qcp ,audio/qcelp
fmt/963,OMNIC Spectral Data File,,spa ,
fmt/964,Final Draft Document,5-7,fdr ,
fmt/965,Music Encoding Initiative,,mei ,
fmt/966,AppleDouble Resource Fork,1,,multipart/appledouble
fmt/967,AppleSingle,1,as ,application/applefile
fmt/968,AppleSingle,2,as ,application/applefile
fmt/969,Rich Text Format,0,rtf ,application/rtf
fmt/970,Khronos Texture File,,ktx ,image/ktx
fmt/971,Microsoft Windows Movie Maker File,,mswmm ,
fmt/972,Dolby MLP Lossless Audio,,mlp ,audio/vnd.dolby.mlp
fmt/973,DTS Coherent Acoustics (DCA) Audio,,dts ,audio/vnd.dts
fmt/974,Notation Interchange File Format,,nif ,application/vnd.music-niff
fmt/975,Jamcracker Tracker Module,,jam ,
fmt/976,MagicaVoxel Vox format,,vox ,
fmt/977,AutoCAD Design Web Format(DWFx),,dwfx ,
fmt/978,3DS Max,,chr max ,
fmt/979,XML Property List,,plist ,
fmt/980,AAE Sidecar Format,,aae ,
fmt/981,EazyDraw File Format,,ezdraw ,
fmt/982,iMovieProj File Format,,iMovieProj ,
fmt/983,NIB File Format,,nib ,
fmt/984,Binary Property List,,aae ezdraw iMovieProj nib plist ,
fmt/985,Valve Texture Format,,vtf ,image/vnd.valve.source.texture
fmt/986,Extensible Metadata Platform Format,,xmp ,
fmt/987,Microsoft OneNote Package File,,onepkg ,
fmt/988,ESRI ArcScene Document,,sxd ,
fmt/989,ESRI ArcGlobe Document,,3dd ,
fmt/990,ESRI File Geodatabase,,,
fmt/991,SHA256 File,,sha256 ,
fmt/992,SHA1 File,,sha1 ,
fmt/993,MD5 File,,md5 ,
fmt/994,Jeffs Image Format,,jif ,
fmt/995,SIARD (Software-Independent Archiving of Relational Databases),2.0,siard ,
fmt/996,Adobe Photoshop Large Document Format,,psb ,image/vnd.adobe.photoshop
fmt/997,SPSS Portable Data Format,,por ,
fmt/998,OpenRaster Image Format,,ora ,image/openraster
fmt/999,Krita Document Format,,kra ,application/x-krita
fmt/1000,TZX Format,,tzx ,
fmt/1001,OpenEXR,2,exr ,image/x-exr
fmt/1002,Nearly Raw Raster Data,1,nrrd ,
fmt/1003,Nearly Raw Raster Data,2,nrrd ,
fmt/1004,Nearly Raw Raster Data,3,nrrd ,
fmt/1005,Nearly Raw Raster Data,4,nrrd ,
fmt/1006,Nearly Raw Raster Data,5,nrrd ,
fmt/1007,Digital Speech Standard,,dss ,
fmt/1008,DSS Pro,,ds2 ,
fmt/1009,FBX (Filmbox) Binary,,,
fmt/1010,FBX (Filmbox) Text,,fbx ,
fmt/1011,INTERLIS Transfer File,2.2,xml xtf ,
fmt/1012,INTERLIS Model File,2.2,ili ,
fmt/1013,INTERLIS Transfer File,1,itf ,
fmt/1014,INTERLIS Model File,1,ili ,
fmt/1015,Statistical Analysis System Data (Windows),Generic,sas7bdat sd7 ,
fmt/1016,Statistical Analysis System Data (Unix),Generic,sas7bdat sd7 ,
fmt/1017,Statistical Analysis System Data (Windows),8.2,sas7bdat sd7 ,
fmt/1018,Statistical Analysis System Data (Unix),8.2,sas7bdat sd7 ,
fmt/1019,Statistical Analysis System Data (Windows),9.2,sas7bdat sd7 ,
fmt/1020,Statistical Analysis System Data (Unix),9.2,sas7bdat sd7 ,
fmt/1021,Statistical Analysis System Data (Windows),9.3,sas7bdat sd7 ,
fmt/1022,Statistical Analysis System Data (Unix),9.3,sas7bdat sd7 ,
fmt/1023,Statistical Analysis System Catalog (Windows),Generic,sas7bcat sc7 ,
fmt/1024,Statistical Analysis System Catalog (Unix),Generic,sas7bcat sc7 ,
fmt/1025,Statistical Analysis System Catalog (Windows),9.2,sas7bcat sc7 ,
fmt/1026,Statistical Analysis System Catalog (Unix),9.2,sas7bcat sc7 ,
fmt/1027,Statistical Analysis System Catalog (Windows),9.3,sas7bcat sc7 ,
fmt/1028,Statistical Analysis System Catalog (Unix),9.3,sas7bcat sc7 ,
fmt/1029,Stata Data (DTA) Format,104,dta ,
fmt/1030,Stata Data (DTA) Format,105,dta ,
fmt/1031,Stata Data (DTA) Format,110,dta ,
fmt/1032,Stata Data (DTA) Format,111,dta ,
fmt/1033,Stata Data (DTA) Format,113,dta ,
fmt/1034,Stata Data (DTA) Format,114,dta ,
fmt/1035,Stata Data (DTA) Format,115,dta ,
fmt/1036,Stata Data (DTA) Format,117,dta ,
fmt/1037,Stata Data (DTA) Format,118,dta ,
fmt/1038,Redcode RAW (R3D) Media File,2,r3d ,
fmt/1039,Redcode Metadata (RMD) File,,rmd ,
fmt/1040,DirectDraw Surface,,dds ,
fmt/1041,HDF,1-4,h4 hdf ,
fmt/1042,WordPerfect Graphics Metafile,2.0,wpg ,
fmt/1043,Microsoft PRX File,,prx ,
fmt/1044,AutoShade Rendering Slide,,rnd ,
fmt/1045,Q&A Word Processor Document,,,
fmt/1046,Draco File Format,,drc ,
fmt/1047,Geography Markup Language,3.2,gml ,application/gml+xml
fmt/1048,OGR GFS File,,gfs ,
fmt/1049,QuickDraw 3D Metafile (ASCII),,3dmf ,
fmt/1050,QuickDraw 3D Metafile (Binary),1,3dmf ,
fmt/1051,Windows Journal Format,,jnt jtp ,
fmt/1052,BKNAS Seismic Data Format,1.0,bknas ,
fmt/1053,Adobe Audio Waveform,,pek ,
fmt/1054,AVCHD Clip Information File,,clpi cpi ,
fmt/1055,M2TS,,m2ts mts ,
fmt/1056,SNAP Main Data File,,mdf ,
fmt/1057,SNAP Archive Data File,,adf ,
fmt/1058,SNAP Processed Data File,,snpdf ,
fmt/1059,FileMaker Pro Database,2,fm ,
fmt/1060,Phase One Raw Image,,cap capture ,
fmt/1061,Phase One IIQ Raw Image,,iiq ,
fmt/1062,Hasselblad 3FR Raw Image,,3fr ,
fmt/1063,Leaf Mosaic Raw Image,,mos ,
fmt/1064,Portable Database,1,pdb ,
fmt/1065,Portable Database,2,pdb ,
fmt/1066,Portable Database,3,pdb ,
fmt/1067,Silo,PDB Variant,silo ,
fmt/1068,Silo,HDF5 Variant,silo ,
fmt/1069,Cue Sheet,,cue ,
fmt/1070,Preferred Executable Format,,,
fmt/1071,Apple Disk Image,,dmg ,application/x-apple-diskimage
fmt/1072,FileMaker Pro Database,1,,
fmt/1073,Google Document Link File,,gdoc gdraw gform gmap gsheet gsite gslides ,
fmt/1074,AVCHD Playlist File,,mpl mpls ,
fmt/1075,AVCHD Movie Object File,,bdm bdmv ,
fmt/1076,AVCHD Index File,,bdm bdmv ,
fmt/1077,AVCHD Thumbnail Index File,,tid ,
fmt/1078,Microsoft Program Database,2.00,pdb ,
fmt/1079,Microsoft Program Database,7.00,pdb ,
fmt/1080,ASP Application Directive File,,asax ,
fmt/1081,ASP Control Directive File,,ascx ,
fmt/1082,ASP WebService Directive File,,asmx ,
fmt/1083,Hangul Word Processor Document,3,hwp ,
fmt/1084,Hangul Word Processor Document,5,hwp ,
fmt/1085,TRIM Context Reference File,,tr5 txt ,
fmt/1086,Monkey's Audio File,,ape ,
fmt/1087,FAT Disk Image,,dsk ima img ,
fmt/1088,Visual Basic (VB) File,,vb ,
fmt/1089,VBScript (VBS) File,,vbs ,
fmt/1090,Exclude File,,exclude ,
fmt/1091,Scribus Document,,scd sla ,application/vnd.scribus
fmt/1092,Alias Pix Image File,,ico pix ,
fmt/1093,Alias Scene Description Language,,sdl ,
fmt/1094,The Neuroimaging Informatics Technology Initiative File Format,2,nii ,
fmt/1095,PEA Archive Format,,pea ,
fmt/1096,FreeArc Archive Format,,arc ,
fmt/1097,ZPAQ Archive Format,,zpaq ,
fmt/1098,XZ File Format,,xz ,
fmt/1099,TCR eBook,,tcr ,
fmt/1100,yEnc Encoded File,,yenc ,
fmt/1101,High Efficiency Image File Format,,heic ,image/heif
fmt/1102,Uuencoded File,,uue ,
fmt/1103,AutoCAD Hatch Pattern,,pat ,
fmt/1104,Seattle FilmWorks SFW Image Format,,sfw ,
fmt/1105,Hierarchical File System,,img ,
fmt/1106,Python Compiled File,2.0,pyc ,
fmt/1107,Python Compiled File,2.1,pyc ,
fmt/1108,Python Compiled File,2.2,pyc ,
fmt/1109,Python Compiled File,2.3,pyc ,
fmt/1110,Python Compiled File,2.4,pyc ,
fmt/1111,Python Compiled File,2.5,pyc ,
fmt/1112,Python Compiled File,2.6,pyc ,
fmt/1113,Python Compiled File,3.0,pyc ,
fmt/1114,Python Compiled File,3.1,pyc ,
fmt/1115,Python Compiled File,3.2,pyc ,
fmt/1116,Python Compiled File,3.3,pyc ,
fmt/1117,Python Compiled File,3.5,pyc ,
fmt/1118,Python Compiled File,3.6,pyc ,
fmt/1119,Jupyter Python Notebook,,ipynb ,
fmt/1120,DIFFRACplus Raw Data File Format,1,raw ,
fmt/1121,DIFFRACplus Raw Data File Format,2,raw ,
fmt/1122,VAMAS Surface Chemical Analysis Standard Data Transfer Format,,vms ,
fmt/1123,Origin Project Format,Non-Unicode,ogg ogm ogw opj ,
fmt/1124,Origin Project Format,Unicode,oggu ogmu ogwu opju ,
fmt/1125,JASCO JWS Format,OLE2,jws ,
fmt/1126,Sony SR2 RAW Image File,,sr2 ,
fmt/1127,Sony ARW RAW Image File,2.x,arw ,
fmt/1128,Progressive Graphics File,,pgf ,
fmt/1129,PDF 2.0 - Portable Document Format,2.0,pdf ,application/pdf
fmt/1130,C3D File Format,,c3d ,
fmt/1131,Gatan Digital Micrograph File Format (DM3),3,dm3 ,
fmt/1132,Netscape Bookmark File Format,,htm html ,
fmt/1133,Farbfeld Image Format,,ff ,
fmt/1134,GPS Exchange Format,1.1,gpx ,
fmt/1135,SQLite Database File Format,2,db sqlite ,
fmt/1136,MiniCAD,6,mcd ,application/vnd.vectorworks
fmt/1137,MiniCAD,7,mcd ,application/vnd.vectorworks
fmt/1138,MiniCAD/VectorWorks,8,mcd vwx ,application/vnd.vectorworks
fmt/1139,VectorWorks,9,vwx ,application/vnd.vectorworks
fmt/1140,VectorWorks,10,vwx ,application/vnd.vectorworks
fmt/1141,VectorWorks,11,vwx ,application/vnd.vectorworks
fmt/1142,VectorWorks Plugin or Script,,vsm vso vst ,application/vnd.vectorworks
fmt/1143,ZISRAW (CZI) File Format,,czi ,
fmt/1144,CompuServe WinCIM Message Format,,msg plx ,
fmt/1145,Maxwell Render Material File,,mxm ,
fmt/1146,Maxwell Render Image Format,,mxi ,
fmt/1147,Maxwell Render Scene File Format,,mxs ,
fmt/1148,SIDOUN WinAVA Format,,swa ,
fmt/1149,Markdown,,md ,text/markdown
fmt/1150,4X Movie File,,4xa 4xm ,
fmt/1151,Lightwright Show File,1,lw lw1 ,
fmt/1152,Lightwright Show File,2,lw2 ,
fmt/1153,Lightwright Show File,3,lw3 ,
fmt/1154,Lightwright Show File,4,lw4 ,
fmt/1155,Lightwright Show File,5,lw5 ,
fmt/1156,Lightwright Show File,6,lw6 ,
fmt/1157,Folio Infobase File,2,nfo ,
fmt/1158,Folio Infobase File,3,nfo ,
fmt/1159,Folio Infobase File,4,nfo ,
fmt/1160,Folio Shadow File,3,sdw ,
fmt/1161,Folio Shadow File,4,sdw ,
fmt/1162,Folio Flat File,,fff ,
fmt/1163,Folio Definition File,,def ,
fmt/1164,Praat Picture File,,prapic ,
fmt/1165,Praat Script File,,praat ,
fmt/1166,Niton Data Transfer,,ndt ,
fmt/1167,Softimage 3D Picture File Format,,pic ,
fmt/1168,Maya Icons or Swatches file,,icons swatches ,
fmt/1169,Maya IFF Image File,,ico iff ,
fmt/1170,Alias Studio Wire File,8.5,,
fmt/1171,Alias PowerAnimator File,9.0,,
fmt/1172,Web Open Font Format,2.0,woff2 ,font/woff2
fmt/1173,FrameMD5,,framemd5 md5 ,
fmt/1174,Hewlett Packard Graphics Language,2,000 ,application/vnd.hp-HPGL
fmt/1175,Alias Studio Wire File,9.0,,
fmt/1176,Nullsoft Streaming Video,,nsv ,
fmt/1177,MicroStation Material Library,,mat ,
fmt/1178,Synthetic Music Mobile Application Format,,mmf ,application/vnd.yamaha.smaf-audio
fmt/1179,Away3D Data Format,2.x,awd ,
fmt/1180,Cinema 4D,6+,c4d ,
fmt/1181,Bodypaint 3D,,b3d ,
fmt/1182,Blitz3D File Format,,b3d ,
fmt/1183,MicroStation Material Palette,,pal ,
fmt/1184,InDesign Markup Language Package,,idml ,application/vnd.adobe.indesign-idml-package
fmt/1185,Apple Icon Image Format,,icns ,
fmt/1186,Dr. Halo Image Palette,,pal ,
fmt/1187,Apple iWork Template,13,template ,
fmt/1188,Ogre Mesh 1.x,,mesh ,
fmt/1189,Ogre Mesh XML,,xml ,
fmt/1190,Adobe SWC Package,,swc ,
fmt/1191,Adobe InDesign Book,,indb ,
fmt/1192,Adobe InDesign Library,4,indl ,
fmt/1193,ZModeler Z3D,1,z3d ,
fmt/1194,ZModeler Z3D,2,z3d ,
fmt/1195,ZModeler Z3D,3,z3d ,
fmt/1196,SIARD (Software-Independent Archiving of Relational Databases),2.1,siard ,
fmt/1197,MyISAM Indexes File,,myi ,
fmt/1198,RData,Binary,rdata ,
fmt/1199,RData,ASCII,rdata ,
fmt/1200,PowerDraw,6,,
fmt/1201,PowerCADD,,,
fmt/1202,Guymager Acquisition Info File,,info ,
fmt/1203,QuickDraw 3D Metafile (Binary),0,3dmf ,
fmt/1204,Strata StudioPro Vis Format,,,
fmt/1205,LightWave 3D Object,,lw ,
fmt/1206,Impulse 3D Data Description Object,,iob ,
fmt/1207,Sony SFK File,,sfk ,
fmt/1208,Virtools File Format,,cmo nmo nms vmo ,
fmt/1209,COLLADA Digital Asset Exchange (DAE),,dae ,model/vnd.collada+xml
fmt/1210,Wavefront OBJ File,,obj ,
fmt/1211,Wavefront Material Template Library,,mtl ,
fmt/1212,HP System Software Manager CVA File,,cva ,
fmt/1213,Zoner Callisto Metafile,2,f ,
fmt/1214,Cakewalk WRK Project,,wrk ,
fmt/1215,ERDAS Hierarchical File Architecture Format,,aoi aux cff fft gcc img ovr rrd sig sml ,
fmt/1216,Lotus Freelance Show,,prz ,application/vnd.lotus-freelance
fmt/1217,Leonardo Image Format,,leo ,
fmt/1218,SubRip Subtitle File,,srt ,
fmt/1219,Gnumeric,,gnumeric ,application/x-gnumeric
fmt/1220,WordPerfect for Macintosh Document,2.x,,application/vnd.wordperfect
fmt/1221,WordPerfect for Macintosh Document,3.x,,application/vnd.wordperfect
fmt/1222,WordPerfect for Macintosh Document,3.5-4.x,,application/vnd.wordperfect
fmt/1223,PaperPort MAX,2,max ,
fmt/1224,PaperPort MAX,3-4,max ,
fmt/1225,PaperPort MAX,5-7,max ,
fmt/1226,Sparky,2,ucsf ,
fmt/1227,NMRView,,nv ,
fmt/1228,NMRPipe,,dat ft2 ft3 pipe ,
fmt/1229,Sibelius Sound Set Definition,,set ,
fmt/1230,SK-XML,1.0,ddoc ,
fmt/1231,DIGIDOC-XML,1.1,ddoc ,
fmt/1232,DIGIDOC-XML,1.2,ddoc ,
fmt/1233,DIGIDOC-XML,1.3,ddoc ,
fmt/1234,Smacker Video,,smk ,video/vnd.radgamettools.smacker
fmt/1235,EclipseCrossword Puzzle File,,ecw ,
fmt/1236,EclipseCrossword Word List File,,ewl ,
fmt/1237,FileMaker Pro Database,12,fmp12 ,
fmt/1238,Band Interleaved By Line (BIL) Image Encoding,,bil ,
fmt/1239,Band Interleaved By Pixel (BIP) Image Encoding,,bip ,
fmt/1240,Band Sequential (BSQ) Image Encoding,,bsq ,
fmt/1241,FO File,,fo ,
fmt/1242,ZFO (Form) File,,zfo ,application/vnd.software602.filler.form-xml-zip
fmt/1243,ZFO (Message) File,,zfo ,application/vnd.software602.filler.form-xml-zip
fmt/1244,ZFO (Sent Message) File,,zfo ,application/vnd.software602.filler.form-xml-zip
fmt/1245,ZFO (Proof of Delivery) File,,zfo ,application/vnd.software602.filler.form-xml-zip
fmt/1246,SOSI,,sos ,text/vnd.sosi
fmt/1247,SOSI,4.0,sos ,text/vnd.sosi
fmt/1248,SOSI,4.1,sos ,text/vnd.sosi
fmt/1249,SOSI,4.5,sos ,text/vnd.sosi
fmt/1250,SOSI,8.1,sos ,text/vnd.sosi
fmt/1251,Electronically Certified Document (EDOC),,edoc ,application/vnd.etsi.asic-e+zip
fmt/1252,Raw Flux Image,,rfi ,
fmt/1253,ESRI Code Page File,,cpg ,
fmt/1254,Cardfile,,crd ,
fmt/1255,Windows Address Book,,wab ,
fmt/1256,MapInfo Workspace File,,wor ,
fmt/1257,AutoCAD Temporary File,,ac$ ,
fmt/1258,Microsoft Access Workgroup Information File,,mdw ,
fmt/1259,SketchUp Document,1,skb skp ,
fmt/1260,SketchUp Document,2,skb skp ,
fmt/1261,SketchUp Document,3,skb skp ,
fmt/1262,SketchUp Document,4,skb skp ,
fmt/1263,SketchUp Document,5,skb skp ,
fmt/1264,SketchUp Document,6,skb skp ,
fmt/1265,SketchUp Document,7,skb skp ,
fmt/1266,SketchUp Document,8,skb skp ,
fmt/1267,SketchUp Document,13,skb skp ,
fmt/1268,SketchUp Document,14,skb skp ,
fmt/1269,SketchUp Document,15,skb skp ,
fmt/1270,SketchUp Document,16,skb skp ,
fmt/1271,SketchUp Document,17,skb skp ,
fmt/1272,SketchUp Document,18,skb skp ,
fmt/1273,SketchUp Document,19,skb skp ,
fmt/1274,Sonic Scenarist Closed Caption Format,,scc ,
fmt/1275,3M Printscape,2,psc ,
fmt/1276,SureThing Project File,,std ,
fmt/1277,Cindex Document,2,cdx tpl ,
fmt/1278,Cindex Document,3,ucdx utpl ,
fmt/1279,Cindex Document,4,ucdx utpl ,
fmt/1280,NCH Dictation Audio File,,dct ,
fmt/1281,WARC,1.1,warc ,application/warc
fmt/1282,PFS:First Choice Document,1-2,doc ,
fmt/1283,PFS:First Choice Document,3,doc ,
fmt/1284,PFS:First Choice Database,,fol ,
fmt/1285,PFS:First Choice Graph,,gra ,
fmt/1286,Envoy Document File,1,evy ,
fmt/1287,Envoy Document File,7,evy ,
fmt/1288,IESNA LM-63 Photometric Data File,,ies ,
fmt/1289,RFFlow Chart,3,flo ,
fmt/1290,RFFlow Chart,4,flo ,
fmt/1291,RFFlow Chart,5,flo ,
fmt/1292,EIOffice Document,,eio ,
fmt/1293,602Text Document,,wpd wpt ,
fmt/1294,602Tab Spreadsheet,,wls ,
fmt/1295,Calendar Creator Event,3-4,ce3 ,
fmt/1296,Calendar Creator File,4,cc3 ,
fmt/1297,Calendar Creator File,5-6,cc5 ,
fmt/1298,Calendar Creator File,7-8,bcc ,
fmt/1299,Broderbund Print Shop Deluxe,5-6,pcb pcc pce pcp pda pdb pdc pdg pdl pdp pds pho ppi pso ,
fmt/1300,Broderbund The Print Shop/PrintMaster/American Greetings Project,10-23,ban biz bro cal car cer cft env fax hcr lbl let not nws pcr php sig sti tsh web ,
fmt/1301,The Print Shop Project,2-5,psproj ,
fmt/1302,PrintMaster Gold Project,1,ban cal car let sig ,
fmt/1303,Microsoft Shell Scrap Object File,,shs ,
fmt/1304,LocoScript Document,1,,
fmt/1305,LocoScript Document,2,,
fmt/1306,LocoScript Document,3,,
fmt/1307,LocoScript Document,4,,
fmt/1308,LocoScript PC,,,
fmt/1309,LocoScript Professional,,,
fmt/1310,LocoFile,,,
fmt/1311,Tweet JSON,,json ,application/json
fmt/1312,CorelCHART Document,3-4,cch ,
fmt/1313,CorelCHART Document,5,cch ,
fmt/1314,GL Transmission Format (Text),1.0,gltf ,application/json
fmt/1315,GL Transmission Format (Text),2.0,gltf ,application/json
fmt/1316,GL Transmission Format (Binary),,glb ,model/gltf-binary
fmt/1317,QuarkXPress Document,3.1,qwd qxd qxt ,application/vnd.Quark.QuarkXPress
fmt/1318,QuarkXPress Document,3.3,qwd qxd qxt ,application/vnd.Quark.QuarkXPress
fmt/1319,QuarkXPress Document,4,qwd qxd qxt ,application/vnd.Quark.QuarkXPress
fmt/1320,QuarkXPress Document,5,qwd qxd qxt ,application/vnd.Quark.QuarkXPress
fmt/1321,QuarkXPress Project,7,qpt qwd qxp ,application/vnd.Quark.QuarkXPress
fmt/1322,QuarkXPress Project,8,qpt qwd qxp ,application/vnd.Quark.QuarkXPress
fmt/1323,QuarkXPress Project,9.1,qpt qwd qxp ,application/vnd.Quark.QuarkXPress
fmt/1324,QuarkXPress Project,2015,qpt qwd qxp ,application/vnd.Quark.QuarkXPress
fmt/1325,QuarkXPress Project,2016,qpt qwd qxp ,application/vnd.Quark.QuarkXPress
fmt/1326,QuarkXPress Project,2017,qpt qwd qxp ,application/vnd.Quark.QuarkXPress
fmt/1327,QuarkXPress Project,2018,qpt qwd qxp ,application/vnd.Quark.QuarkXPress
fmt/1328,QuarkXPress Project,2019,qpt qwd qxp ,application/vnd.Quark.QuarkXPress
fmt/1329,Avery Label Pro Document,3,lpd ,
fmt/1330,Avery DesignPro Document,4,zdp ,
fmt/1331,Avery DesignPro Document,5,zdl ,
fmt/1332,HP Photo Album,,albm ,
fmt/1333,Sony PictureGear Studio PhotoAlbum,,amd amu ,
fmt/1334,Sony PictureGear Studio PrintStudio,,lmd lmu ,
fmt/1335,Sony PictureGear Studio Binder,,bxt bxu ,
fmt/1336,LEADTools Lead 1Bit Compressed Image,,cmp ,
fmt/1337,LEADToolsCompressed Image,,cmp ,
fmt/1338,RootsMagic Database,4-7,rmgc ,
fmt/1339,PaperPort MAX,8-12,max ,
fmt/1340,BDOC,1,bdoc ,application/vnd.bdoc-1.0
fmt/1341,Associated Signature Container Simple (ASiC-S),,asics scs ,application/vnd.etsi.asic-s+zip
fmt/1342,BDOC,2.x,asice bdoc ,application/vnd.etsi.asic-e+zip
fmt/1343,PTGui Project File,10,pts ,
fmt/1344,PTGui Project File,11,pts ,
fmt/1345,Legacy Family Tree Database,3-9,fdb ,
fmt/1346,Autodesk Revit File,4,rfa rft rte rvt ,
fmt/1347,Autodesk Revit Project File,2008,rft rte rvt ,
fmt/1348,Autodesk Revit Family File,2008,rfa rft ,
fmt/1349,Autodesk Revit Family File,2010,rfa rft ,
fmt/1350,Autodesk Revit Project File,2019,rte rvt ,
fmt/1351,Autodesk Revit Family File,2019,rfa rft ,
fmt/1352,FamilyTree Maker Database,1-4,fbk ftw ,
fmt/1353,FamilyTree Maker Database,5-16,fbk ftw ,
fmt/1354,QuickBooks Backup File,,qbb ,
fmt/1355,WARC,1.0,warc ,application/warc
fmt/1356,Virtual Format (Raster),,vrt ,
fmt/1357,Virtual Format (Vector),,vrt ,
fmt/1358,MicroStation Base File,,bse ,
